지방우정청,총괄국명,우체국명, 주소(지번) , 주소(도로명) , 전화번호 
경인지방우정청,남양주우체국,남양주장현우편취급국,경기도 남양주시 진접읍 장현리 351-15,경기도 남양주시 진접읍 장현로107번길 6,031)572-9985
경인지방우정청,남양주우체국,남양주조안우편취급국,경기도 남양주시 조안면 송촌리 284-6,경기도 남양주시 조안면 북한강로499번길 4,031)521-7353
경인지방우정청,평택우체국,평택우체국,경기도 평택시 비전동 620-5,경기도 평택시 중앙로 63(비전동),031)8053-3121
경인지방우정청,평택우체국,제309군사우편출장소,경기도 평택시 신장동 229-17,경기도 평택시 신장로 55(신장동),031)666-9735
경인지방우정청,평택우체국,제800군사우편출장소,경기도 평택시 포승읍 원정리 1302,경기도 평택시 포승읍 2함대길 91,031)681-2314
경인지방우정청,평택우체국,안중우체국,경기도 평택시 안중읍 안중리 246-10,경기도 평택시 안중읍 안중로99번길 17-2,031)681-0004
경인지방우정청,평택우체국,송탄우체국,경기도 평택시 지산동 753-1,경기도 평택시 탄현로 336(지산동),031)662-0100
경인지방우정청,평택우체국,평택비전2동우체국,경기도 평택시 비전동 878-4,경기도 평택시 평남로 726(비전동),031)657-2005
경인지방우정청,평택우체국,평택중앙동우체국,경기도 평택시 서정동 333-6,경기도 평택시 서정역로 28(서정동),031)666-0797
경인지방우정청,평택우체국,평택합정동우체국,경기도 평택시 합정동 829-2,경기도 평택시 평택3로 3(합정동),031)655-0026
경인지방우정청,평택우체국,평택현화우체국,경기도 평택시 안중읍 현화리 823-5,경기도 평택시 안중읍 현화중앙길 69,031)684-0330
경인지방우정청,평택우체국,오성우체국,경기도 평택시 오성면 숙성리 186-1,경기도 평택시 오성면 숙성시장길 68,031)681-4000
경인지방우정청,평택우체국,청북우체국,경기도 평택시 청북읍 현곡리 299-26,경기도 평택시 청북읍 신포길 70,031)683-5000
경인지방우정청,평택우체국,평택송탄공단우체국,경기도 평택시 모곡동 442-6,경기도 평택시 산단로64번길 8(모곡동),031)668-2005
경인지방우정청,평택우체국,수원지법평택지원우체국,경기도 평택시 동삭동 663,경기도 평택시 평남로 1036(동삭동),031)652-2005
경인지방우정청,평택우체국,평택본정우체국,경기도 평택시 팽성읍 본정리 98-5,경기도 평택시 팽성읍 본정2길 23-2,031)692-0005
경인지방우정청,평택우체국,팽성우체국,경기도 평택시 팽성읍 객사리 216,경기도 평택시 팽성읍 부용로55번길 39,031)691-6500
경인지방우정청,평택우체국,포승우체국,경기도 평택시 포승읍 내기리 1-13,경기도 평택시 포승읍 서동대로 1118,031)682-2800
경인지방우정청,평택우체국,현덕우체국,경기도 평택시 현덕면 화양리 1-3,경기도 평택시 현덕면 인광길 57,031)682-3101
경인지방우정청,평택우체국,평택고덕우체국,경기도 평택시 고덕면 궁리 82-1,경기도 평택시 고덕면 서동대로 2629,031)664-5405
경인지방우정청,평택우체국,서탄우체국,경기도 평택시 서탄면 금암리 244-4,경기도 평택시 서탄면 금암2길 126,031)664-6600
경인지방우정청,평택우체국,진위우체국,경기도 평택시 진위면 봉남리 186-7,경기도 평택시 진위면 봉남길 62,031)662-6027
경인지방우정청,평택우체국,평택세교동우편취급국,경기도 평택시 세교동 564-13,경기도 평택시 세교상가5길 23(세교동),031)658-1014
경인지방우정청,평택우체국,평택대학교우편취급국,경기도 평택시 용이동 605,경기도 평택시 서동대로 3825(용이동),031)659-8544
경인지방우정청,평택우체국,평택안정우편취급국,경기도 평택시 팽성읍 안정리 41-91,경기도 평택시 팽성읍 안정쇼핑로 51,031)691-4836
경인지방우정청,평택우체국,평택LG전자우편취급국,경기도 평택시 진위면 청호리 19-1,경기도 평택시 진위면 LG로 222,031)610-6637
경인지방우정청,평택우체국,평택하북우편취급국,경기도 평택시 진위면 하북리 134-6,경기도 평택시 진위면 하북1길 15,031)668-2014
경인지방우정청,평택우체국,평택서정동우편취급국,경기도 평택시 신장동 267-156,경기도 평택시 신서로 14(신장동),031)663-1014
경인지방우정청,평택우체국,평택이충동우편취급국,경기도 평택시 서정동 807-2,경기도 평택시 이충로108번길 17(서정동),031)662-0014
경인지방우정청,화성동탄우체국,화성동탄우체국,경기도 화성시 석우동 59-2,경기도 화성시 노작로 240(석우동),031)8051-9516
경인지방우정청,화성동탄우체국,봉담우체국,경기도 화성시 봉담읍 동화리 615,경기도 화성시 동화새터길 111,031)227-4310
경인지방우정청,화성동탄우체국,화성동탄3동우체국,경기도 화성시 능동 1120,경기도 화성시 동탄숲속로 69-39(능동),031)613-6585
경인지방우정청,화성동탄우체국,화성동탄4동우체국,경기도 화성시 영천동 668-3,경기도 화성시 동탄영천로 68,031)8055-0971
경인지방우정청,화성동탄우체국,병점우체국,경기도 화성시 병점3동 383-1,경기도 화성시 떡전골로 98(병점동),031)224-9749
경인지방우정청,화성동탄우체국,정남우체국,경기도 화성시 정남면 발산리 403,경기도 화성시 정남면 신백길 195,031)352-1511
경인지방우정청,화성동탄우체국,화성동탄2동우체국,경기도 화성시 반송동 158-1,경기도 화성시 새강2길 32(반송동),031)376-5600
경인지방우정청,화성동탄우체국,화성와우우편취급국,경기도 화성시 봉담읍 와우4리 42,경기도 화성시 봉담읍 와우로 112,031)222-4479
경인지방우정청,화성동탄우체국,화성동탄7동우편취급국,경기도 화성시 산척동 609,"경기도 화성시 동탄순환대로 127-9 (산척동), 우성애비뉴타워 제212호",031-377-4720
경인지방우정청,화성우체국,화성우체국,경기도 화성시 향남읍 행정리 436-8 (화성우체국),경기도 화성시 향남읍 행정서로3길 53 화성우체국,031-8077-1900
경인지방우정청,화성우체국,경기남양우체국,경기도 화성시 남양동 654-1,경기도 화성시 남양시장로 53(남양동),031)356-2005
경인지방우정청,화성우체국,조암우체국,경기도 화성시 우정면 조암리 210-7,경기도 화성시 조암로 33,031)358-5004
경인지방우정청,화성우체국,사강우체국,경기도 화성시 송산면 봉가리 147,경기도 화성시 송산면 송산포도로 88,031)357-1005
경인지방우정청,화성우체국,양감우체국,경기도 화성시 양감면 신왕리 643-6,경기도 화성시 양감면 은행나무로 278,031)352-1016
경인지방우정청,화성우체국,장안우체국,경기도 화성시 장안면 사곡리 186-7,경기도 화성시 장안면 기아자동차로748,031)351-2201
경인지방우정청,화성우체국,팔탄우체국,경기도 화성시 팔탄면 구장리 529-16,경기도 화성시 팔탄면 서촌길 13-1,031)353-3105
경인지방우정청,화성우체국,마도우체국,경기도 화성시 마도면 석교리 225-5,경기도 화성시 마도면 두곡서길 3,031)356-3005
경인지방우정청,화성우체국,매송우체국,경기도 화성시 매송면 이천리 440-4,경기도 화성시 매송면 화성로 2223,031)292-4490
경인지방우정청,화성우체국,서신우체국,경기도 화성시 서신면 매화리 342,경기도 화성시 서신면 매화3길 5-1,031)357-3000
경인지방우정청,화성우체국,제14군사우편출장소,경기도 화성시 매송면 원평리 산 24,경기도 화성시 봉담읍 동화새터길 111 사서함 14호,031)292-4471
경인지방우정청,화성우체국,제601군사우편출장소,경기도 화성시 봉담읍 유리 산 55,경기도 화성시 봉담읍 동화새터길 111 사서함 601호,031)227-2006
경인지방우정청,화성우체국,화성비봉우편취급국,경기도 화성시 비봉면 양노리 284-1,경기도 화성시 비봉면 비봉로 112,031)356-0581
경인지방우정청,파주우체국,파주우체국,경기도 파주시 금촌2동 1023,경기도 파주시 새꽃로 1(금촌동),031)940-9010
경인지방우정청,파주우체국,제109군사우편출장소,경기도 파주시 광탄면 신산리 산59-1,경기도 파주시 광탄면 외화산길 123-50,031)947-0212
경인지방우정청,파주우체국,문산우체국,경기도 파주시 문산읍 문산3리 10-33,경기도 파주시 문산읍 문향로 46,031)952-2005
경인지방우정청,파주우체국,파주주내우체국,경기도 파주시 파주읍 파주리 428-7,경기도 파주시 파주읍 향교말길8,031)952-4200
경인지방우정청,파주우체국,법원리우체국,경기도 파주시 법원읍 대능리 87,경기도 파주시 법원읍 사임당로845,031)958-0001
경인지방우정청,파주우체국,적성우체국,경기도 파주시 적성면 구읍리 658-5,경기도 파주시 적셩면 청송로 1049,031)959-4001
경인지방우정청,파주우체국,통일동산우체국,경기도 파주시 탄현면 법흥리 1758,경기도 파주시 탄현면 법흥로13,031)942-8600
경인지방우정청,파주우체국,파주금촌동우체국,경기도 파주시 금촌동 56,경기도 파주시 문화로92(금촌동),031)941-0100
경인지방우정청,파주우체국,파주운정동우체국,경기도 파주시 와동동 1386,경기도 파주시 금바위로 36,031)957-2005
경인지방우정청,파주우체국,봉일천우체국,경기도 파주시 조리읍 봉일천7리 169-8,경기도 파주시 조리읍 봉천로 49-2,031)941-4001
경인지방우정청,파주우체국,탄현우체국,경기도 파주시 탄현면 축현2리 487-3,경기도 파주시 탄현면 방촌로 651,031)942-9001
경인지방우정청,파주우체국,교하우체국,경기도 파주시 문발동 612-2,경기도 파주시 돌단풍길 12(문발동),031)943-2005
경인지방우정청,파주우체국,월롱우체국,경기도 파주시 월롱면 영태리 581-49,경기도 파주시 월롱면 쉰 우물길 5-6,031)944-0004
경인지방우정청,파주우체국,파평우체국,경기도 파주시 파평면 눌노리 237-7,경기도 파주시 파평면 청송로 407,031)958-3205
경인지방우정청,파주우체국,파주광탄우편취급국,경기도 파주시 광탄면 신산리 188-74,경기도 파주시 광탄면 신산리 188-74,031)949-0002
경인지방우정청,파주우체국,파주금촌3동우편취급국,경기도 파주시 아동동 286-25,경기도 파주시 시청로 209(아동동),031)946-2003
경인지방우정청,파주우체국,파주동패우편취급국,경기도 파주시 동패동 301-1,경기도 파주시 교하로 421(동패동),031)948-0004
경인지방우정청,파주우체국,파주연풍우편취급국,경기도 파주시 파주읍 연풍리 275-13 (파주연풍우체국),경기도 파주시 파주읍 술이홀로 443 파주연풍우체국,031-000-0000
경인지방우정청,파주우체국,파주웅담우편취급국,경기도 파주시 법원읍 웅담리 386-5 (웅담우체국),경기도 파주시 법원읍 술이홀로 1704 웅담우체국,031-000-0000
경인지방우정청,이천우체국,이천우체국,경기도 이천시 중리동 456,경기도 이천시 경충대로 2610(중리동),031)635-2820
경인지방우정청,이천우체국,장호원우체국,경기도 이천시 장호원읍 장호원리 112-11,경기도 이천시 장호원읍 샘재로 146,031)641-0014
경인지방우정청,이천우체국,마장우체국,경기도 이천시 마장면 오천리 251-1,경기도 이천시 마장면 오천로 66,031)632-2014
경인지방우정청,이천우체국,대월우체국,경기도 이천시 대월면 초지리 443-13,경기도 이천시 대월면 대평로 174번길 40,031)632-1014
경인지방우정청,이천우체국,신둔우체국,경기도 이천시 신둔면 수광리 304-1,경기도 이천시 신둔면 경충대로 3152-14,031)632-7014
경인지방우정청,이천우체국,부발우체국,경기도 이천시 부발읍 무촌리 221-11,경기도 이천시 부발읍 무촌로 147,031)632-5014
경인지방우정청,이천우체국,율면우체국,경기도 이천시 율면 고당3리 492-3,경기도 이천시 율면 고당로 110,031)641-8060
경인지방우정청,이천우체국,백사우체국,경기도 이천시 백사면 현방리 85-34,경기도 이천시 백사면 현방로 71,031)632-4014
경인지방우정청,이천우체국,호법우체국,경기도 이천시 호법면 후안리 253-7,경기도 이천시 호법면 이섭대천로 530,031)632-9014
경인지방우정청,이천우체국,이천창전동우편취급국,경기도 이천시 창전동 151-16,경기도 이천시 영창로 177,031)635-8561
경인지방우정청,이천우체국,이천증포동우편취급국,경기도 이천시 증포동 182-9,경기도 이천시 증신로 156번길 5(증포동 182-9),031)631-2082
경인지방우정청,이천우체국,이천하이닉스우편취급국,경기도 이천시 부발읍 아마리 산 136-1,경기도 이천시 부발읍 경충대로 2091,031)630-4039
경인지방우정청,이천우체국,이천설성우편취급국,경기도 이천시 설성면 제요리 659-2,경기도 이천시 설성면 진상미로 179,031)642-4399
경인지방우정청,이천우체국,제138군사우편출장소,경기도 이천시 마장면 회억리 산46번지,경기도 이천시 마장면 억만리로 137,031)8011-2144
경인지방우정청,이천우체국,이천모가취급국,경기도 이천시 모가면 진가리 79-9,경기도 이천시 모가면 진상미로 1272-5,031-633-3016
경인지방우정청,이천우체국,제867군사우편출장소,경기도 이천시 대포동 3,경기도 이천시 진상미로 1778-184(대포동),031)632-6014
경인지방우정청,이천우체국,제900군사우편출장소,경기도 이천시 장호원읍 선읍리 산104-1,경기도 이천시 장호원읍 경충대로597번길 57-82,031)641-1004
경인지방우정청,김포우체국,김포우체국,경기도 김포시 운양동 1432-1,경기도 김포시 김포한강11로 157,031)8048-0110
경인지방우정청,김포우체국,통진우체국,경기도 김포시 통진읍 서암리 718-2,경기도 김포시 통진읍 조강로 52,031)987-2005
경인지방우정청,김포우체국,양곡우체국,경기도 김포시 양촌면 양곡리 417-1,경기도 김포시 양촌읍 양곡로 540,031)981-0202
경인지방우정청,김포우체국,고촌우체국,경기도 김포시 고촌읍 신곡리 1070,경기도 김포시 고촌읍 은행영사정로5번길 54,031)985-5502
경인지방우정청,김포우체국,김포월곶우체국,경기도 김포시 월곶면 군하리 204,경기도 김포시 월곶면 군하로 274,031)987-2333
경인지방우정청,김포우체국,김포장기동우체국,경기도 김포시 장기동 1649,경기도 김포시 김포한강1로 28-9 (장기동),031)982-0008
경인지방우정청,김포우체국,김포북변동우체국,경기도 김포시 북변동 838,경기도 김포시 북변중로 22 (북변동),031)8049-2027
경인지방우정청,김포우체국,하성우체국,경기도 김포시 하성면 마곡리 629-9,경기도 김포시 하성면 애기봉로 824,031)988-2003
경인지방우정청,김포우체국,김포대곶우체국,경기도 김포시 대곶면 율생리 521-1,경기도 김포시 대곶면 율생중앙로 7,031)987-1205
경인지방우정청,김포우체국,김포감정동우편취급국,경기도 김포시 감정동 663,경기도 김포시 봉화로 169 (감정동),031)984-5208
경인지방우정청,김포우체국,김포풍무동우편취급국,경기도 김포시 풍무동 109-5,경기도 김포시 풍무로 109 (풍무동),031)997-0004
경인지방우정청,김포우체국,김포구래동취급국,경기도 김포시 마산동 621-15,"경기도 김포시 김포한강3로 432, 골든하임빌딩 114호",031-
경인지방우정청,포천우체국,포천우체국,경기도 포천시 신읍동 202-12,경기도 포천시 중앙로 159(신읍동),031)535-2001
경인지방우정청,포천우체국,제105군사우편출장소,경기도 포천시 관인면 사정리105-1,경기도 포천시 관인면 사서함105-1,031)532-6205
경인지방우정청,포천우체국,제117군사우편출장소,경기도 포천시 이동면 노곡리 산 300,경기도 포천시 이동면 사서함117-1,031)532-4300
경인지방우정청,포천우체국,제118군사우편출장소,경기도 포천시 자작동 431-11,경기도 포천시 자작동 사서함118-1,031)532-0005
경인지방우정청,포천우체국,포천송우우체국,경기도 포천시 소흘읍 송우리 221-1,경기도 포천시 소흘읍 솔모루로105,031)542-1100
경인지방우정청,포천우체국,포천영북우체국,경기도 포천시 영북면 운천8리 523-10,경기도 포천시 영북면 운천로45,031)532-5100
경인지방우정청,포천우체국,포천일동우체국,경기도 포천시 일동면 기산리 82-7,경기도 포천시 일동면 화동로1068,031)532-3100
경인지방우정청,포천우체국,포천가산우체국,경기도 포천시 가산면 마산리 594-5,경기도 포천시 가산면 선마로225,031)544-2000
경인지방우정청,포천우체국,포천내촌우체국,경기도 포천시 내촌면 내리 465-7,경기도 포천시 내촌면 포천로16,031)532-2501
경인지방우정청,포천우체국,포천관인우체국,경기도 포천시 관인면 탄동리 533-6번지,경기도 포천시 관인면 창동로1844,031)533-1001
경인지방우정청,포천우체국,포천군내우체국,경기도 포천시 군내면 구읍리 214,경기도 포천시 군내면 청군로 3278,031)532-0006
경인지방우정청,포천우체국,포천신북우체국,경기도 포천시 신북면 심곡리 305-1,경기도 포천시 신북면 포천로2152,031)533-6001
경인지방우정청,포천우체국,포천창수우체국,경기도 포천시 창수면 주원리 286-6,경기도 포천시 창수면 옥수로103,031)533-0001
경인지방우정청,포천우체국,포천영중우체국,경기도 포천시 영중면 양문리 772-19,경기도 포천시 영중면 양문로6길6,031)532-6500
경인지방우정청,포천우체국,포천이동우체국,경기도 포천시 이동면 장암리 240-23,경기도 포천시 이동면 화동로2058-5,031)532-4500
경인지방우정청,포천우체국,포천대진대우편취급국,경기도 포천시 선단동 산11-1,경기도 포천시 호국로 1007(선단동),031)539-1436
경인지방우정청,포천우체국,포천선단우편취급국,경기도 포천시 선단동 52번지,"경기도 포천시 호국로 997(선단동, 영일빌딩 1층)",031)541-3500
경인지방우정청,안성우체국,안성우체국,경기도 안성시 석정동 266-11,경기도 안성시 아양로 12(석정동),031)8046-7900
경인지방우정청,안성우체국,공도우체국,경기도 안성시 공도읍 승두리60-56,경기도 안성시 공도읍 승두길 50,031)653-2000
경인지방우정청,안성우체국,죽산우체국,경기도 안성시 죽산면 죽산리 428-7,경기도 안성시 죽산면 중서길 9,031)676-6000
경인지방우정청,안성우체국,미양우체국,경기도 안성시 미양면 양지리 186-5,경기도 안성시 미양면 양지길 19,031)672-8000
경인지방우정청,안성우체국,양성우체국,경기도 안성시 양성면 동항리 293-1,경기도 안성시 양성면 읍내길 18,031)672-2000
경인지방우정청,안성우체국,일죽우체국,경기도 안성시 일죽면 송천리 255-4,경기도 안성시 일죽면 금일로 436,031)672-2500
경인지방우정청,안성우체국,고삼우체국,경기도 안성시 고삼면 가유리 322-13,경기도 안성시 고삼면 고삼호수로 8,031)672-7000
경인지방우정청,안성우체국,금광우체국,경기도 안성시 금광면 신양복리 358-1,경기도 안성시 금광면 금광초교길 71,031)672-3000
경인지방우정청,안성우체국,보개우체국,경기도 안성시 가사동 131-12,경기도 안성시 삼거리길 17(가사동),031)672-0005
경인지방우정청,안성우체국,안성대덕우체국,경기도 안성시 신건지동 15-3,경기도 안성시 공단로 8(신건지동),031)672-1500
경인지방우정청,안성우체국,원곡우체국,경기도 안성시 원곡면 외가천리 223-2,경기도 안성시 원곡면 가천중앙1길 36,031)653-1300
경인지방우정청,안성우체국,안성삼죽우편취급국,경기도 안성시 삼죽면 용월리 46-1,경기도 안성시 삼죽면 삼백로 5,031)672-4770
경인지방우정청,안성우체국,안성공단우편취급국,경기도 안성시 미양면 계륵리 271-8,경기도 안성시 안성맞춤대로 685,031)677-7906
경인지방우정청,안성우체국,안성서운우편취급국,경기도 안성시 서운면 신촌리 10-18 (안성서운우편취급국),경기도 안성시 서운면 솔뫼로 241 안성서운우편취급국,031-672-9000
경인지방우정청,경기광주우체국,경기광주우체국,경기도 광주시 송정동 355-1,경기도 광주시 행정타운로 49-10(송정동),031)799-5900
경인지방우정청,경기광주우체국,경안동우체국,경기도 광주시 경안동 53-7,경기도 광주시 중앙로 123(경안동),031)797-8711
경인지방우정청,경기광주우체국,퇴촌우체국,경기도 광주시 퇴촌면 광동리 223,경기도 광주시 퇴촌면 광동로 29,031)767-3200
경인지방우정청,경기광주우체국,곤지암우체국,경기도 광주시 곤지암읍 곤지암리 439-5,경기도 광주시 곤지암읍 곤지암로 56,031)762-6000
경인지방우정청,경기광주우체국,오포우체국,경기도 광주시 오포읍 추자리 395-1,경기도 광주시 오포읍 오포로 698,031)766-4000
경인지방우정청,경기광주우체국,초월우체국,경기도 광주시 초월읍 대쌍령리 203,경기도 광주시 초월읍 경충대로 1243-9,031)766-2201
경인지방우정청,경기광주우체국,도척우체국,경기도 광주시 도척면 노곡리227-4,경기도 광주시 도척면 노곡로 47-7,031)762-5000
경인지방우정청,경기광주우체국,경기광주태전우편취급국,경기도 광주시 태전동 276-4,경기도 광주시 고불로 109-9(태전동),031)767-2007
경인지방우정청,구리우체국,구리우체국,경기도 구리시 인창동 674-1,경기도 구리시 건원대로 34번길 34(인창동),031)560-0000
경인지방우정청,구리우체국,구리교문동우체국,경기도 구리시 교문동 736-1,경기도 구리시 안골로 32(교문동),031)555-0004
경인지방우정청,구리우체국,구리수택동우체국,경기도 구리시 수택동 851-2,경기도 구리시 체육관로74번길 51(수택동),031)554-0004
경인지방우정청,구리우체국,구리갈매우체국,경기도 구리시 갈매동 480-12,경기도 구리시 갈매길 97(갈매동),031)571-1005
경인지방우정청,구리우체국,구리수택3동우편취급국,경기도 구리시 토평동 999-3,경기도 구리시 검배로 128(토평동),031)567-9600
경인지방우정청,강화우체국,강화우체국,인천광역시 강화군 강화읍 관청리 169-5,인천광역시 강화군 강화읍 강화대로 384,032)934-2800
경인지방우정청,강화우체국,교동우체국,인천광역시 강화군 교동면 대룡리 630-1,인천광역시 강화군 교동면 교동남로 61,032)934-4500
경인지방우정청,강화우체국,강화길상우체국,인천광역시 강화군 길상면 온수리 544-6,인천광역시 강화군 길상면 온수길 27,032)937-2005
경인지방우정청,강화우체국,양도우체국,인천광역시 강화군 양도면 하일리 252-31,인천광역시 강화군 양도면 강화남로 711-1,032)937-2004
경인지방우정청,강화우체국,서도우체국,인천광역시 강화군 서도면 주문도1리662번지,인천광역시 강화군 서도면 주문도길 220,032)932-7300
경인지방우정청,강화우체국,내가우체국,인천광역시 강화군 내가면 고천리 871-2,인천광역시 강화군 내가면 강화서로 217-8,032)932-5800
경인지방우정청,강화우체국,불은우체국,인천광역시 강화군 불은면 두운리 248-6,인천광역시 강화군 불은면 강화동로 562-1,032)937-4600
경인지방우정청,강화우체국,삼산우체국,인천광역시 강화군 삼산면 석모리253,인천광역시 강화군 삼산면 삼산북로 463번길 8,032)932-3004
경인지방우정청,강화우체국,선원우체국,인천광역시 강화군 선원면 금월리 247-2,인천광역시 강화군 선원면 대문고개로 18,032)932-2551
경인지방우정청,강화우체국,송해우체국,인천광역시 강화군 송해면 하도리 343-5번지,인천광역시 강화군 송해면 강화대로 669,032)932-2553
경인지방우정청,강화우체국,하점우체국,인천광역시 강화군 하점면 부근리 658-3,인천광역시 강화군 하점면 강화대로 1089,032)933-5100
경인지방우정청,강화우체국,화도우체국,인천광역시 강화군 화도면 상방리 834,인천광역시 강화군 화도면 마니산로 703-12,032)937-3000
경인지방우정청,강화우체국,양사우체국,인천광역시 강화군 양사면 덕하리 70-4,인천광역시 강화군 양사면 덕하로 95,032)932-5500
경인지방우정청,강화우체국,강화갑곳리우편취급국,인천광역시 강화군 강화읍 갑곳리 166-2,인천광역시 강화군 강화읍 갑룡길 33-1,032)933-0018
경인지방우정청,가평우체국,가평우체국,경기도 가평군 가평읍 읍내리 495-6,경기도 가평군 가평읍 보납로 2,031)582-2001
경인지방우정청,가평우체국,제567군사우편출장소,경기도 가평군 가평읍 승안리 9,,031)582-1002
경인지방우정청,가평우체국,제102군사우편출장소,경기도 가평군 하면 현리 48,,031)585-0102
경인지방우정청,가평우체국,청평우체국,경기도 가평군 청평면 청평리 397-5,경기도 가평군 청평면 잠곡로 19,031)584-0001
경인지방우정청,가평우체국,가평조종우체국,경기도 가평군 하면 현리 410-8,경기도 가평군 하면 현창로 31,031)585-1000
경인지방우정청,가평우체국,설악우체국,경기도 가평군 설악면 신천리 433-8,경기도 가평군 설악면 신천중앙로 109,031)584-7701
경인지방우정청,가평우체국,가평북면우체국,경기도 가평군 북면 이곡리 2-5,경기도 가평군 북면 가화로 967,031)582-0012
경인지방우정청,가평우체국,상면우체국,경기도 가평군 상면 연하리 174-10,경기도 가평군 상면 청군로 1107,031)585-2000
경인지방우정청,양평우체국,양평우체국,경기도 양평군 양평읍 양근리 321-2,경기도 양평군 양평읍 해오름길 15,031)772-2800
경인지방우정청,양평우체국,경기용문우체국,경기도 양평군 용문면 다문리 786-9,경기도 양평군 용문면 용문로 315,031)773-4004
경인지방우정청,양평우체국,양평청운우체국,경기도 양평군 청운면 용두리 632-1,경기도 양평군 청운면 용두로 152,031)773-9801
경인지방우정청,양평우체국,양평양서우체국,경기도 양평군 양서면 양수리 584-4,경기도 양평군 양서면 양수로 152번길 26,031)773-6002
경인지방우정청,양평우체국,양평지평우체국,경기도 양평군 지평면 지평3리 536-7,경기도 양평군 지평면 지평의병로 87,031)773-7002
경인지방우정청,양평우체국,강상우체국,경기도 양평군 강상면 교평리 449-5,경기도 양평군 강상면 양평대교길 87,031)772-3703
경인지방우정청,양평우체국,강하우체국,경기도 양평군 강하면 운심리 48-9,경기도 양평군 강하면 운심길 41,031)772-4004
경인지방우정청,양평우체국,개군우체국,경기도 양평군 개군면 하자포리 220-8,경기도 양평군 개군면 하자포길 33,031)772-8004
경인지방우정청,양평우체국,서종우체국,경기도 양평군 서종면 문호리 770-4,경기도 양평군 서종면 하문호길 3,031)773-6004
경인지방우정청,양평우체국,양동우체국,경기도 양평군 양동면 쌍학1리 179-11,경기도 양평군 양동면 학둔지아래길 83,031)773-1004
경인지방우정청,양평우체국,단월우체국,경기도 양평군 단월면 보룡리 271-14,경기도 양평군 단월면 재인동길 2-8,031)773-0204
경인지방우정청,양평우체국,경기옥천우체국,경기도 양평군 옥천면 옥천1리 730-1,경기도 양평군 옥천면 옥천길 42,031)772-5004
경인지방우정청,여주우체국,여주우체국,경기도 여주시 홍문동 233-5,경기도 여주시 세종로 100 (홍문동),031)884-2420
경인지방우정청,여주우체국,가남우체국,경기도 여주시 가남읍 태평리 141-15,경기도 여주시 가남읍 태평로 29 ,031)882-0100
경인지방우정청,여주우체국,이포우체국,경기도 여주시 금사면 이포리 197-4,경기도 여주시 금사면 이포로 36,031)882-9004
경인지방우정청,여주우체국,능서우체국,경기도 여주시 능서면 신지3리 801,경기도 여주시 능서면 마장로 84,031)882-4104
경인지방우정청,여주우체국,대신우체국,경기도 여주시 대신면 율촌리 278-3,경기도 여주시 대신면 여양로 1430-7,031)882-8004
경인지방우정청,여주우체국,점동우체국,경기도 여주시 점동면 청안리 163-1,경기도 여주시 점동면 청안로 154,031)882-7004
경인지방우정청,여주우체국,강천우체국,경기도 여주시 강천면 간매리 302-6,경기도 여주시 강천면 간매1길 10-1,031)882-6004
경인지방우정청,여주우체국,북내우체국,경기도 여주시 북내면 당우리 152-6,경기도 여주시 북내면 여양2로 287-1,031)882-0004
경인지방우정청,여주우체국,여주하리우편취급국,경기도 여주시 하동 186-15,경기도 여주시 청심로 102 (하동),031)885-0001
경인지방우정청,여주우체국,여주오학우편취급국,경기도 여주시 오학동 258-5,경기도 여주시 도예로 94 (오학동),031)885-0084
경인지방우정청,여주우체국,여주상품우편취급국,경기도 여주시 산북면 상품리 132-3,경기도 여주시 산북면 상품로 113,031)884-0144
경인지방우정청,여주우체국,여주흥천우편취급국,경기도 여주시 흥천면 효지리 379,경기도 여주시 흥천면 부흥로 459 (효지리),0
경인지방우정청,동두천우체국,동두천우체국,경기도 동두천시 생연1동 508-1,경기도 동두천시 평화로 2518(생연동),031)862-2003
경인지방우정청,동두천우체국,제92군사우편출장소,경기도 동두천시 상패동 산 92-1,경기도 동두천시 상패동 사서함 92-1,031)863-5092
경인지방우정청,동두천우체국,제95군사우편출장소,경기도 양주시 남면 신산리 사서함95-1,경기도 양주시 남면 사서함 95-1,031)863-5595
경인지방우정청,동두천우체국,양주덕정동우체국,경기도 양주시 덕정동 130-1,경기도 양주시 덕정길 29(덕정동),031)858-0005
경인지방우정청,동두천우체국,동두천중앙동우체국,경기도 동두천시 중앙동 590-11,경기도 동두천시 중앙로273번길 23(생연동),031)862-2001
경인지방우정청,동두천우체국,은현우체국,경기도 양주시 은현면 선암리 342-33,경기도 양주시 은현면 은현로 73-36,031)863-5005
경인지방우정청,동두천우체국,동두천지행동우체국,경기도 동두천시 지행동 692-7,경기도 동두천시 중앙로 136(지행동),031)857-0700
경인지방우정청,동두천우체국,양주덕계우편취급국,경기도 양주시 덕계동 466-18,경기도 양주시 평화로 1445(덕계동),031)863-0222
경인지방우정청,동두천우체국,양주남면우편취급국,경기도 양주시 남면 신산리 291-2,경기도 양주시 남면 개나리길 114 (신산리),031-863-5500
경인지방우정청,연천우체국,연천우체국,경기도 연천군 연천읍 차탄1리 34-7,경기도 연천군 연천읍 연천로 280,031)834-0003
경인지방우정청,연천우체국,전곡우체국,경기도 연천군 전곡읍 전곡리 333-11,경기도 연천군 전곡읍 전곡역로 69,031)832-0100
경인지방우정청,연천우체국,제106군사우편출장소,경기도 연천군 청산면 백의리 산1번지,경기도 연천군 청창로 719-7,031)835-3406
